episode,instance,reward,makespan,decisions,epsilon,loss,force_rest_time,invalid_actions
31,6x6_6x6x2,-8.654650535372063,2192,67,0.635458092731349,0.050589355681814364,361,0
32,10x5_10x5x3,-2.15655164063885,2078,100,0.6259262213403788,0.050780755672603844,534,0
33,6x6_6x6x2,-8.942739439471985,2167,58,0.6165373280202731,0.054663662991390145,376,0
34,10x5_10x5x3,-2.4013039070625863,2095,97,0.607289268099969,0.05702218834848441,595,0
35,6x6_6x6x2,-9.178951116305027,2238,67,0.5981799290784694,0.056244451886237556,384,0
36,10x5_10x5x3,-2.6857358770548054,2222,104,0.5892072301422924,0.05919521948537575,599,0
37,6x6_6x6x2,-7.559307487841838,1880,64,0.580369121690158,0.05532758485060185,350,0
38,10x5_10x5x3,-3.759591051777674,2382,122,0.5716635848648056,0.06200087897968097,544,0
39,6x6_6x6x2,-9.447877658885313,2358,90,0.5630886310918335,0.056086488037059706,346,0
40,10x5_10x5x3,-0.7649949763850852,1911,81,0.554642301625456,0.05543778151457692,542,0
41,6x6_6x6x2,-9.138139889506384,2384,75,0.5463226671010741,0.06100830977161725,319,0
42,10x5_10x5x3,-2.5785434843697423,2106,100,0.538127827094558,0.058004081323742865,572,0
43,6x6_6x6x2,-10.126720778673326,2459,85,0.5300559096881396,0.0582810227485264,308,0
44,10x5_10x5x3,-1.472953944642191,1978,82,0.5221050710428176,0.0613062460338924,580,0
45,6x6_6x6x2,-9.154878038059026,2264,59,0.5142734949771753,0.055729349759423126,393,0
46,10x5_10x5x3,-1.748802964295797,2035,94,0.5065593925525177,0.05959318695153962,544,0
47,6x6_6x6x2,-8.494534692724486,2103,73,0.4989610016642299,0.06015966684646802,360,0
48,10x5_10x5x3,-2.764593286000985,2241,139,0.49147658663926647,0.059980045427842965,500,0
49,6x6_6x6x2,-9.311798990103046,2186,57,0.48410443783967744,0.06043592526724464,375,0
50,10x5_10x5x3,-1.0213652036842218,1816,76,0.47684287127208225,0.059940849455367574,564,0
51,6x6_6x6x2,-9.241285162202168,2322,82,0.469690228203001,0.060205105351420436,359,0
52,10x5_10x5x3,-4.161478697738936,2434,131,0.462644874779956,0.05842572629793,539,0
53,6x6_6x6x2,-7.9242360686669056,1964,60,0.4557052016582566,0.05939724172155062,347,0
54,10x5_10x5x3,-1.8432440976070519,1963,105,0.4488696236333828,0.055455090682066624,568,0
55,6x6_6x6x2,-9.572220839314747,2304,69,0.44213657927888206,0.05541730272597161,371,0
56,10x5_10x5x3,-1.7779752057445484,2008,90,0.43550453058969885,0.058457040973007676,566,0
57,6x6_6x6x2,-10.958610215589584,2404,86,0.42897196263085335,0.06396324393274479,326,0
58,10x5_10x5x3,-0.4048319149047841,1810,70,0.42253738319139056,0.0606333286102329,600,0
59,6x6_6x6x2,-7.606789286426102,2035,67,0.4161993224435197,0.06340894831427887,321,0
60,10x5_10x5x3,-5.887423854910218,2334,125,0.4099563326068669,0.05940990228950977,558,0
61,6x6_6x6x2,-10.659903166630759,2491,79,0.4038069876177639,0.061043683180137524,345,0
62,10x5_10x5x3,-2.7610711303416733,2209,112,0.39774988280349743,0.05648958859299975,521,0
63,6x6_6x6x2,-7.081574690578384,2008,63,0.391783634561445,0.056558795953317295,341,0
64,10x5_10x5x3,-3.7773983715166057,2257,127,0.3859068800430233,0.060833561138843924,572,0
65,6x6_6x6x2,-7.826930704237705,2102,72,0.380118276842378,0.05816572019830346,362,0
66,10x5_10x5x3,-2.9883690997502317,2184,107,0.3744165026897423,0.06151824801394316,541,0
67,6x6_6x6x2,-8.655909061597155,2209,83,0.3688002551493962,0.05980156559542001,309,0
68,10x5_10x5x3,-2.444878613308569,2062,95,0.36326825132215523,0.05797009055355662,481,0
69,6x6_6x6x2,-8.191702352757101,2134,69,0.3578192275523229,0.06274495130755763,338,0
70,10x5_10x5x3,-1.221763615587781,1974,82,0.35245193913903805,0.06179732565836209,555,0
71,6x6_6x6x2,-9.096688973864255,2241,83,0.34716516005195247,0.05982457128274871,299,0
72,10x5_10x5x3,-2.3683458553300043,2106,105,0.34195768265117316,0.05771688824253423,542,0
73,6x6_6x6x2,-9.015622258636316,2172,75,0.33682831741140556,0.056942271341880166,395,0
74,10x5_10x5x3,-1.6010574290962767,1952,77,0.3317758926502345,0.05691464938368503,568,0
75,6x6_6x6x2,-8.187768700677575,2010,61,0.32679925426048095,0.06612532454558083,346,0
76,10x5_10x5x3,-1.5211866471054782,2016,94,0.3218972654465737,0.05749437448746981,567,0
77,6x6_6x6x2,-9.124506768026976,2251,72,0.3170688064648751,0.058311646002241306,360,0
78,10x5_10x5x3,-1.2695861951330856,2049,84,0.312312774367902,0.06021013842629535,620,0
79,6x6_6x6x2,-8.94974864200702,2278,79,0.30762808275238346,0.060733960186944734,369,0
80,10x5_10x5x3,-1.4017148000330313,1939,72,0.3030136615110977,0.06024641344427235,599,0
81,6x6_6x6x2,-9.310618380380703,2231,67,0.29846845658843124,0.05913856251637882,375,0
82,10x5_10x5x3,-3.131271121771001,2153,124,0.2939914297396048,0.05987959322068961,549,0
83,6x6_6x6x2,-9.251595739043816,2287,83,0.28958155829351073,0.059395457539393244,309,0
84,10x5_10x5x3,-2.1184614170799954,2062,77,0.2852378349191081,0.059133054954665046,610,0
85,6x6_6x6x2,-11.174211468497521,2461,115,0.28095926739532145,0.06093511994442214,352,0
86,10x5_10x5x3,-2.301472320793103,2197,103,0.2767448783843916,0.06118213247905657,582,0
87,6x6_6x6x2,-8.76153841031838,2223,76,0.27259370520862575,0.05861716764047742,367,0
88,10x5_10x5x3,-1.2644874173581226,1978,90,0.26850479963049634,0.05850842334330082,523,0
89,6x6_6x6x2,-8.632714216274419,2339,85,0.26447722763603887,0.060951004725168734,334,0
90,10x5_10x5x3,-4.617581930521276,2284,133,0.2605100692214983,0.06102669572359637,554,0
91,6x6_6x6x2,-10.986778886148006,2685,114,0.2566024181831758,0.05784620877289981,322,0
92,10x5_10x5x3,-0.8982720959265631,1902,77,0.2527533819104282,0.05768029737685408,561,0
93,6x6_6x6x2,-7.50924281422882,2042,62,0.24896208118177174,0.057758599429601626,376,0
94,10x5_10x5x3,-1.258577915891092,1992,95,0.24522764996404517,0.05787182053256976,557,0
95,6x6_6x6x2,-8.963309500512466,2320,90,0.2415492352145845,0.0588487245556381,334,0
96,10x5_10x5x3,-1.0429971959762454,1902,80,0.23792599668636571,0.054719051741994915,569,0
97,6x6_6x6x2,-8.382821684585547,2114,62,0.23435710673607021,0.05731852265495446,333,0
98,10x5_10x5x3,-3.1294112402626264,2193,104,0.23084175013502917,0.061051013216806144,541,0
99,6x6_6x6x2,-9.014079320375785,2244,79,0.22737912388300371,0.056132981317895875,390,0
100,10x5_10x5x3,-1.1226307670079168,1893,78,0.22396843702475866,0.05421687519321075,584,0
101,6x6_6x6x2,-10.938740154333255,2455,88,0.22060891046938727,0.05522175810553811,349,0
102,10x5_10x5x3,-0.8735796122099957,1854,81,0.21729977681234647,0.0554157785013502,588,0
103,15x5_15x5x2,-0.839392619274669,4050,100,0.21404028016016127,0.059882645290344955,855,0
104,10x10_10x10x4,-6.142600376194722,3134,265,0.21082967595775884,0.0665755770355463,1065,0
105,6x6_6x6x2,-8.080118022788689,2262,89,0.20766723081839245,0.059627125834983384,334,0
106,10x5_10x5x3,-1.0154168188088617,1941,84,0.20455222235611656,0.061061625324544455,588,0
107,15x5_15x5x2,0.02026930525634052,3966,106,0.2014839390207748,0.06151646375656128,796,0
108,10x10_10x10x4,-5.246113296299287,3118,264,0.19846167993546318,0.06330122071783989,1054,0
109,6x6_6x6x2,-7.920082786758594,2190,81,0.19548475473643123,0.056834225784297344,381,0
110,10x5_10x5x3,-1.8799154064536643,2248,133,0.19255248341538475,0.06304590093125974,530,0
111,15x5_15x5x2,0.02707463908355834,3892,90,0.18966419616415398,0.05930584320384595,857,0
112,10x10_10x10x4,-6.626584689836551,3084,271,0.18681923322169167,0.061229474926367405,1055,0
113,6x6_6x6x2,-14.098035745540352,2511,140,0.1840169447233663,0.05745167945112501,294,0
114,10x5_10x5x3,-1.5411308631377276,1871,70,0.1812566905525158,0.05844353189957993,560,0
115,15x5_15x5x2,0.06303692831668206,3920,93,0.17853784019422808,0.0608320708476728,871,0
116,10x10_10x10x4,-5.2132401316472174,3132,270,0.17585977259131466,0.05985698982141912,1007,0
117,6x6_6x6x2,-8.007339315009078,2071,66,0.17322187600244493,0.05579330379877127,376,0
118,10x5_10x5x3,-1.0956773427577093,1968,82,0.17062354786240824,0.054742152779930976,540,0
119,15x5_15x5x2,-2.9866901418460037,4149,119,0.16806419464447211,0.05520131565755656,862,0
120,10x10_10x10x4,-3.302895476073087,2746,192,0.16554323172480503,0.05595581926172599,1026,0
121,6x6_6x6x2,-9.22697200642951,2539,77,0.16306008324893295,0.05551158989985268,344,0
122,10x5_10x5x3,-3.1197328627978083,2153,114,0.16061418200019895,0.0578177286508052,583,0
123,15x5_15x5x2,0.1708326025778697,3820,86,0.15820496927019595,0.05862727165655341,860,0
124,10x10_10x10x4,-2.788180997656437,2932,223,0.155831894731143,0.055977306510321796,992,0
125,6x6_6x6x2,-7.649748829858208,1988,70,0.15349441631017585,0.05503970975322383,342,0
126,10x5_10x5x3,-1.1735465985241076,1980,89,0.15119200006552322,0.05285698560516486,551,0
127,15x5_15x5x2,0.22858323568829686,3834,103,0.14892412006454037,0.055831853408836625,847,0
128,10x10_10x10x4,-3.721129931883473,2988,232,0.14669025826357227,0.054586072051897645,1073,0
129,6x6_6x6x2,-8.316197310043039,2251,83,0.14448990438961867,0.052414851128516425,355,0
130,10x5_10x5x3,-3.232573544993823,2112,120,0.1423225558237744,0.054349873773753644,542,0
131,15x5_15x5x2,0.4534150168013249,3836,97,0.14018771748641778,0.0512800396506473,873,0
132,10x10_10x10x4,-2.5574998304077834,2755,208,0.13808490172412152,0.052954052803106604,1045,0
133,6x6_6x6x2,-8.059966561504453,2108,71,0.1360136281982597,0.049643017010579646,335,0
134,10x5_10x5x3,-1.891453329903658,2031,106,0.13397342377528582,0.05485394323806999,511,0
135,15x5_15x5x2,0.5538160421351499,3720,85,0.13196382241865653,0.05114404097856844,831,0
136,10x10_10x10x4,-3.9474815295359527,2794,212,0.12998436508237668,0.05173210131935775,985,0
137,6x6_6x6x2,-7.916979063840113,2066,74,0.12803459960614103,0.051200624026760864,321,0
138,10x5_10x5x3,-3.7186352985588913,2476,173,0.1261140806120489,0.05210244162492669,490,0
139,15x5_15x5x2,0.17262404525007957,3871,79,0.12422236940286817,0.05289484874074218,894,0
140,10x10_10x10x4,-3.1352775946070555,2845,225,0.12235903386182514,0.050509133101440964,1041,0
141,6x6_6x6x2,-17.54853768880123,2896,180,0.12052364835389777,0.05414864844125178,269,0
142,10x5_10x5x3,-0.362026209164088,1802,76,0.1187157936285893,0.049823072150741755,596,0
143,15x5_15x5x2,-0.22952820034653,3897,85,0.11693505672416046,0.04727275647661265,874,0
144,10x10_10x10x4,-2.919139918780251,2828,231,0.11518103087329805,0.05013966230209917,981,0
145,6x6_6x6x2,-8.363993557142155,2233,90,0.11345331541019858,0.05050175183245705,269,0
146,10x5_10x5x3,-1.0663874914594744,1978,105,0.11175151567904561,0.04942064972683078,562,0
147,15x5_15x5x2,0.006169407082168732,3889,92,0.11007524294385992,0.05164652356230046,863,0
148,10x10_10x10x4,-7.633195850934776,3119,279,0.10842411429970203,0.05193149666767567,1089,0
149,6x6_6x6x2,-7.680264087835338,2044,64,0.1067977525852065,0.049056268704589456,360,0
150,10x5_10x5x3,-2.5098113946377776,2130,97,0.10519578629642841,0.049459555195932536,516,0
151,15x5_15x5x2,-0.41719104449806554,4171,116,0.10361784950198198,0.04776376371817856,808,0
152,10x10_10x10x4,-1.8234883752959905,2754,197,0.10206358175945225,0.04716486134920931,1028,0
153,6x6_6x6x2,-7.778835691560886,2100,71,0.10053262803306047,0.04629228281145784,362,0
154,10x5_10x5x3,-2.624993238347489,2387,155,0.09902463861256457,0.04718709809164847,577,0
155,15x5_15x5x2,-1.1336308477412864,4176,107,0.09753926903337609,0.04524581017686385,861,0
156,10x10_10x10x4,-3.302048713805797,3097,277,0.09607617999787545,0.04415824994910508,1042,0
157,6x6_6x6x2,-9.505737357799791,2272,80,0.09463503729790732,0.051421648194082084,299,0
158,10x5_10x5x3,-1.718241281610074,2167,103,0.0932155117384387,0.045880625575997876,549,0
159,15x5_15x5x2,-0.09754033381517857,3879,89,0.09181727906236212,0.0435575106275383,877,0
160,10x10_10x10x4,-1.6638603904101013,2787,224,0.09044001987642668,0.046610903185792266,986,0
161,6x6_6x6x2,-8.962311434711452,2265,73,0.08908341957828028,0.046006408137307594,404,0
162,10x5_10x5x3,-1.2801184144843276,2011,89,0.08774716828460608,0.04720615680339966,589,0
163,15x5_15x5x2,-0.6905747456827567,4140,110,0.08643096076033699,0.04544233885932375,835,0
164,10x10_10x10x4,-4.039769641399444,2967,251,0.08513449634893193,0.045743835675530135,1037,0
165,6x6_6x6x2,-7.786801566901959,1931,55,0.08385747890369795,0.044968240945176645,365,0
166,10x5_10x5x3,-0.9972022293531683,1931,85,0.08259961672014247,0.042014004333930856,589,0
167,15x5_15x5x2,0.3873394725510191,3854,88,0.08136062246934034,0.04376381582749838,872,0
168,10x10_10x10x4,-5.069302543951643,3468,324,0.08014021313230023,0.04586699826642871,996,0
169,6x6_6x6x2,-8.490866144760224,2230,75,0.07893810993531572,0.04280405790855487,367,0
170,10x5_10x5x3,-0.7639782978071221,1945,86,0.07775403828628598,0.047031457248945224,593,0
171,15x5_15x5x2,0.017747984401178307,3868,103,0.07658772771199168,0.04196416042311099,824,0
172,10x10_10x10x4,-3.5758292512092726,2711,194,0.0754389117963118,0.04695198628283346,1038,0
173,6x6_6x6x2,-11.465562727393639,2660,101,0.07430732811936713,0.04005253953988304,335,0
174,10x5_10x5x3,-0.594783754206653,1974,100,0.07319271819757663,0.046963443080894646,551,0
175,15x5_15x5x2,-0.2157913222714185,4049,111,0.07209482742461297,0.04319240094103792,846,0
176,10x10_10x10x4,-3.930782792345301,3067,252,0.07101340501324377,0.0444090391905047,1042,0
177,6x6_6x6x2,-9.228063608478466,2411,92,0.06994820393804511,0.04769731402073218,341,0
178,10x5_10x5x3,-0.9057988637958769,1968,86,0.06889898087897443,0.04557539391612937,575,0
179,15x5_15x5x2,-4.144560952844824,4761,154,0.06786549616578981,0.04355866623461827,866,0
180,10x10_10x10x4,-3.5645801203984835,3167,287,0.06684751372330296,0.04577243075240403,1025,0
181,6x6_6x6x2,-8.43396692857696,2188,76,0.06584480101745341,0.043303283862769604,342,0
182,10x5_10x5x3,-1.5564851452612458,2015,99,0.06485712900219161,0.04414183087646961,528,0
183,15x5_15x5x2,0.48252057796302594,3731,85,0.06388427206715873,0.04179071160581182,839,0
184,10x10_10x10x4,-3.060458876717931,2875,221,0.06292600798615135,0.04288874795427546,936,0
185,6x6_6x6x2,-9.904666909322087,2319,80,0.06198211786635908,0.04326590450946242,380,0
186,10x5_10x5x3,-0.6293383245798463,1858,77,0.06105238609836369,0.042021996414216306,594,0
187,15x5_15x5x2,-1.6095071882380652,4638,164,0.060136600306888235,0.04084295589794836,827,0
188,10x10_10x10x4,-4.623859476607878,3014,248,0.05923455130228491,0.04505393347237259,985,0
189,6x6_6x6x2,-10.718285014316404,2592,113,0.058346033032750634,0.045876890140692746,325,0
190,10x5_10x5x3,-0.9876607336271795,1989,99,0.05747084253725938,0.04411973068584697,580,0
191,15x5_15x5x2,0.28596199583231696,3847,86,0.05660877989920048,0.04203125941675416,888,0
192,10x10_10x10x4,-4.672928279672304,2973,238,0.055759648200712476,0.04250601938460022,999,0
193,6x6_6x6x2,-8.33191237373342,2075,54,0.054923253477701786,0.046543575495619466,334,0
194,10x5_10x5x3,-1.0072818824387357,1956,101,0.054099404675536256,0.04377701559500529,531,0
195,15x5_15x5x2,0.3661839253046679,3859,101,0.05328791360540321,0.04282584334585336,856,0
196,10x10_10x10x4,-1.8899254377803856,2961,246,0.05248859490132216,0.04237641987390816,988,0
197,6x6_6x6x2,-8.689450462147164,2312,87,0.05170126597780233,0.040040302497131385,323,0
198,10x5_10x5x3,-3.0882867289724922,2261,130,0.05092574698813529,0.044443203555420044,523,0
199,15x5_15x5x2,-0.024640074503233578,4032,110,0.05016186078331326,0.04295153484087099,850,0
200,10x10_10x10x4,-6.265023329514749,2994,260,0.04940943287156356,0.04120617478620261,1037,0
201,6x6_6x6x2,-9.844139465335838,2531,112,0.04866829137849011,0.04601180480260934,351,0
202,10x5_10x5x3,-1.891491724600259,2245,135,0.04793826700781276,0.040936610133697586,569,0
203,15x5_15x5x2,-0.7829516848267772,4154,130,0.047219193002695566,0.04218182040808292,840,0
204,10x10_10x10x4,-3.432132661984553,3188,281,0.04651090510765513,0.03927524491911754,976,0
205,15x10_15x10x3,0.21192789150413915,5272,229,0.04581324153104031,0.04326901386491954,1664,0
206,20x10_20x10x5,9.495736456703156,4255,317,0.045126042908074704,0.04056396064348519,2272,0
207,30x10_30x10x2,6.09345286362541,17463,493,0.04444915226445358,0.03923531824722886,3497,0
208,30x10_30x10x6,17.75359461948097,5254,452,0.04378241498048678,0.04246503524016589,3450,0
209,50x10_50x10x3,30.688769529671866,18443,708,0.04312567875577948,0.039666059431619945,6010,0
210,100x10_100x10x3,79.95745745696628,34771,1092,0.042478793574442786,0.04260217611212283,12173,0
211,6x6_6x6x2,-8.944468062921649,2480,104,0.041841611670826145,0.04170320177665697,345,0
212,10x5_10x5x3,-2.4496751782185844,2055,111,0.04121398749576375,0.04400164566866986,535,0
213,15x5_15x5x2,0.3382125729221621,3866,95,0.04059577768332729,0.04386166065539184,854,0
214,10x10_10x10x4,-2.248520266885386,2741,186,0.03998684101807738,0.043016326553638906,1148,0
215,15x10_15x10x3,-2.6745453582003322,5385,239,0.03938703840280622,0.04139408664777875,1646,0
216,20x10_20x10x5,8.004923772043977,4307,341,0.03879623282676412,0.040837001088075336,2293,0
217,30x10_30x10x2,7.9263901121568985,16247,331,0.03821428933436266,0.04134352733381093,3639,0
218,30x10_30x10x6,16.79145703597665,5321,507,0.03764107499434722,0.0378722725622356,3516,0
219,50x10_50x10x3,32.22629757526967,17680,578,0.03707645886943201,0.039036204074509445,6219,0
220,100x10_100x10x3,78.89352529454449,34420,1055,0.03652031198639053,0.04035373126156628,12348,0
221,6x6_6x6x2,-37.9503380390517,3171,375,0.035972507306594674,0.03857948619639501,319,0
222,10x5_10x5x3,-1.729958063226717,2206,133,0.03543291969699575,0.040134343084059936,513,0
223,15x5_15x5x2,0.7119190954314827,3854,86,0.034901425901540814,0.039945234650161206,865,0
224,10x10_10x10x4,-2.30765704216315,2931,250,0.0343779045130177,0.03953409595647827,1002,0
225,15x10_15x10x3,-0.40471558073872504,5083,216,0.033862235945322436,0.04014802183723077,1691,0
226,20x10_20x10x5,8.829971182313622,4301,326,0.0333543024061426,0.03593757748138159,2255,0
227,30x10_30x10x2,8.95789729574355,15951,321,0.03285398787005046,0.03701265527866781,3723,0
228,30x10_30x10x6,16.401988163366696,5245,445,0.03236117805199971,0.038382713166065514,3520,0
229,50x10_50x10x3,31.267068222462086,17774,564,0.03187576038121971,0.03698427773313597,6148,0
230,100x10_100x10x3,79.49440343683825,34210,1045,0.031397623975501415,0.03893245616927743,12221,0
231,6x6_6x6x2,-8.558473366951615,2283,79,0.030926659615868893,0.03488195416387878,310,0
232,10x5_10x5x3,-3.497630688336729,2980,243,0.030462759721630858,0.03802014653338119,553,0
233,15x5_15x5x2,0.7858160251757882,3942,119,0.030005818325806396,0.03771902546443108,832,0
234,10x10_10x10x4,-4.05345159443751,2973,252,0.0295557310509193,0.03753849319880828,1079,0
235,15x10_15x10x3,-1.526226714993086,5399,237,0.029112395085155507,0.037405150523409245,1687,0
236,20x10_20x10x5,8.589249229899792,4249,324,0.028675709158878175,0.0362936664512381,2244,0
237,30x10_30x10x2,9.466195028957177,15443,309,0.028245573521495003,0.03504791245795787,3677,0
238,30x10_30x10x6,11.871528149659868,5399,533,0.027821889918672578,0.03523140740348026,3537,0
239,50x10_50x10x3,32.70001697298375,17557,554,0.027404561569892488,0.035755039248615506,6159,0
240,100x10_100x10x3,78.65956562896017,34469,1089,0.0269934931463441,0.033440829759929326,12061,0
241,6x6_6x6x2,-7.536554261711371,2192,91,0.02658859074914894,0.03705678614122527,351,0
242,10x5_10x5x3,-2.825116352724097,2086,98,0.026189761887911705,0.035013446425163776,578,0
243,15x5_15x5x2,0.13900257813057282,3908,95,0.02579691545959303,0.03458611955866218,858,0
244,10x10_10x10x4,-3.4172278548356867,2973,246,0.025409961727699135,0.037535861884243786,1072,0
245,15x10_15x10x3,0.6412782810836415,5178,228,0.025028812301783648,0.03525207499740645,1738,0
246,20x10_20x10x5,7.140129191572241,4318,334,0.024653380117256894,0.03380179961095564,2232,0
247,30x10_30x10x2,9.179273234900272,15511,316,0.024283579415498042,0.03578739369753748,3646,0
248,30x10_30x10x6,18.229559715403408,5398,490,0.02391932572426557,0.03451275580562651,3530,0
249,50x10_50x10x3,32.81229513109907,17415,536,0.023560535838401585,0.03441616713651456,6067,0
250,100x10_100x10x3,79.53313659938306,34249,1038,0.02320712780082556,0.03321462434250862,12150,0
251,6x6_6x6x2,-7.8082919261352455,2278,87,0.022859020883813176,0.03435927053549509,337,0
252,10x5_10x5x3,-1.8627319716610276,2228,115,0.022516135570555977,0.03293044823829246,533,0
253,15x5_15x5x2,0.2513023357497146,3920,106,0.02217839353699764,0.03354128763817672,856,0
254,10x10_10x10x4,-3.113067806334702,3353,331,0.021845717633942673,0.034032476409338416,956,0
255,15x10_15x10x3,0.7448842901597135,4905,182,0.021518031869433532,0.034193852957297155,1740,0
256,20x10_20x10x5,7.984842285025965,4288,345,0.02119526139139203,0.03235836139996536,2252,0
257,30x10_30x10x2,9.401712783641264,15651,321,0.02087733247052115,0.03227933200541884,3664,0
258,30x10_30x10x6,14.766959844293364,5336,556,0.02056417248346333,0.03387448487454094,3457,0
259,50x10_50x10x3,32.93358543386564,17100,526,0.02025570989621138,0.031364766750484704,6211,0
260,100x10_100x10x3,79.40395926766158,34105,1058,0.02,0.031378559446893634,11957,0
261,6x6_6x6x2,-14.255464003072056,3475,195,0.02,0.030257111131094205,299,0
262,10x5_10x5x3,-2.3747422941253338,2208,120,0.02,0.0329957917604285,526,0
263,15x5_15x5x2,0.16055601289095334,3785,83,0.02,0.03160857568573521,847,0
264,10x10_10x10x4,-3.858879092784981,3358,313,0.02,0.032444777371129024,951,0
265,15x10_15x10x3,0.29726946114337993,4968,178,0.02,0.03097642941682945,1730,0
266,20x10_20x10x5,8.439864635759903,4282,332,0.02,0.030715093058533968,2231,0
267,30x10_30x10x2,9.277494773215865,15592,308,0.02,0.03063897762214765,3697,0
268,30x10_30x10x6,18.05256561561245,5354,490,0.02,0.030551588586531578,3491,0
269,50x10_50x10x3,32.64598953402358,17411,546,0.02,0.02909322494175285,6187,0
270,100x10_100x10x3,79.8004709510763,33817,1040,0.02,0.02935704216477461,12123,0
271,6x6_6x6x2,-9.54121614667861,2902,159,0.02,0.02932101403767208,299,0
272,10x5_10x5x3,-0.4930756874334019,1842,71,0.02,0.030890801737845783,615,0
273,15x5_15x5x2,0.5097636307886559,3930,102,0.02,0.030384650768931296,836,0
274,10x10_10x10x4,-5.0147966601030305,3503,367,0.02,0.029378059286391364,916,0
275,15x10_15x10x3,0.9434016718322851,4811,164,0.02,0.02851821720265079,1756,0
276,20x10_20x10x5,8.851130021149206,4374,338,0.02,0.029260599546832963,2311,0
277,30x10_30x10x2,9.404758059547657,15554,306,0.02,0.030103757006581872,3726,0
278,30x10_30x10x6,18.457176620924024,5395,519,0.02,0.02819389625219628,3544,0
279,50x10_50x10x3,33.326263922723804,17032,540,0.02,0.02844509024173021,6136,0
280,100x10_100x10x3,79.96293829870436,33627,1041,0.02,0.029748092226218433,11989,0
281,6x6_6x6x2,-9.828409200922295,2578,124,0.02,0.029386176130614214,340,0
282,10x5_10x5x3,-4.4784683670592,2415,139,0.02,0.026327384525253406,541,0
283,15x5_15x5x2,-0.5458747725962008,4150,106,0.02,0.02780620880504051,830,0
284,10x10_10x10x4,-21.771764941636516,6782,1053,0.02,0.029853251106105747,954,0
285,15x10_15x10x3,-0.9056691803809294,6145,397,0.02,0.02806670730235055,1550,0
286,20x10_20x10x5,4.412002297050072,4534,432,0.02,0.027811849458375944,2208,0
287,30x10_30x10x2,9.62937631819106,15617,316,0.02,0.027112269195495173,3734,0
288,30x10_30x10x6,14.306382196866108,5710,654,0.02,0.028347100999671967,3392,0
289,50x10_50x10x3,33.05892666098378,17519,569,0.02,0.02842290872707963,6095,0
290,100x10_100x10x3,79.75766093681858,34080,1066,0.02,0.02678482743911445,11904,0
291,6x6_6x6x2,-7.9132997798459925,2267,90,0.02,0.02662154143779642,290,0
